Id,ProductId,UserId,HelpfulnessNumerator,HelpfulnessDenominator,Time,Summary,Text,Score,Helpfulness,UserFrequency,ProductFrequency,SummarySentimentScore,SummarySentiment,TextSentimentScore,TextSentiment,Year,Month,Day
1388898,B0047T74CM,A1XT8AJB7S9JJG,10,14,2011-01-18,"A retiring parole reviewer gets tangled up with a parole's personal life. De Niro and Norton, always good. Jovovich, WOW! I say","A month away from retirement, Jack (De Niro), is handed the parole request for the inmate ""Stone"" (Norton) who wants out so bad he enlists the help of his wife (Milla Jovovich).  I will warn you, the opening scene of the movie is a tad distrubing, but is needed to understand the characters.  Jack is a pretty routine guy and wants to handle the ""Stone"" situation before leaving.  Trying to convince Jack he is a changed man, but not willing to risk being turned down, he asks his wife, Lucetta, to talk to Jack and convince him that he should be free.  I've heard actors talk about ""character arcs"" before, but never understood what they meant by one until this movie.  Much like ""Jack goes boating"" this movie is better then it is because of the acting.  De Niro and Norton you know what your gonna get, but Jovovich breaks out of her ""Resident Evil Bad-Ass"" role in a big way and holds her own against these two.  I really like movies that make you thing about them when they are done, this is one of them.  There are no loose-end tie ups, and like ""Inception"" you are left to draw your own conclusions.  I give it a B+",3.0,0.7142857142857143,8,1,0.8283,very positive,0.9557,very positive,2011,1,18
1632006,B00BEIYPN0,A1B7Q22I53WHQJ,0,0,2014-07-08,Three Stars,Predictable,3.0,0.0,1,4,0.0,neutral,0.0,neutral,2014,7,8
61410,0783228686,A6VXZ1EEPRTLV,2,3,2010-07-21,renegade truck driver on a demolition run . . .,"With generous amounts of vehicular mayhem, Black Dog (1998) delivers what director Kevin Hooks (Passenger 57) intends, a violent, over the edge, high action ride.  It is soon established that realism isn't much of a concern, as persons unknown attempt to hijack a truck making a run from Georgia to New Jersey.In a tragic accident, big rig driver Jack Crews (the late Patrick Swayze) struck and killed some people with his truck.  After doing time for manslaughter, and losing his truckers license, Crews now works as a mechanic.  Financially strapped, Crews accepts a job offered by his employer Mr. Cutler (Graham Beckel), to make an illegal run up from Atlanta.  Unknown to Crews, the truck is loaded with a shipment of weapons, and is the subject of a joint FBI and ATF investigation.Down in Georgia, Red (Meat Loaf) the Bible quoting owner of R & H Trucking, lays down the law.  Crews and Earl (Randy Travis) will be in the rig, escorted by a blue Camaro containing Sonny (Gabriel Casseus) and Wes (Brain Vincent) as backup.  The crew are on the road for a short time, when the first attempt to hijack the load occurs.  Things get extreme really fast, as Crews leaves dead men and burning wreckage in his wake.  Discovering that the shipment includes assault weapons, hardens Crew's determination not to be stopped, but the stakes get even higher, when his wife (Brenda Strong), and daughter are taken hostage.Once momentum is established, the level of violence remains high up through the finish.  Most of the action is vehicular, as cars, trucks, and motor cycles, bang, bump, skid, crash, spin, flip, and explode.  The stunts and action are the high points of the film, and they are for the most part, nicely executed.  The unstoppable truck has the starring role, and runs over, crushes, and obliterates, whatever gets in the way.  Swayze and Travis make a pretty good team, while Charles Dutton and Stephen Tobolowsky head up the law enforcement side.  Meat Loaf as the fanatical Red, and the wild-eyed Beckel as Cutler, make shallow, but colorful villains.A straightforward action feature with bone-jarring hits, and heavy doses of vehicular destruction, Black Dog delivers a truckload of mindless fun.",3.0,0.6666666666666666,6,1,0.0,neutral,-0.9705,very negative,2010,7,21
234447,6300269329,A31VP8LQCQ1HUT,7,13,2007-01-30,"Lucas, The Destroyer","I wish people would forget that George Lucas (who would eventually be famous) made this movie. At the time he was an unknown director. Maybe the director credit should deleted from all databases.The original THX-1138 (which I own on laserdisc) is a masterpiece. It is an art film about the future and is disturbingly realistic. The claustrophobic feel, perfect soundtrack and visual effects are brilliant.What we have on DVD is another story. As others have pointed out, the few CGI additions destroy the film. The new scenes that show vast, open areas conflict with the original filmmaker's intent. The replacement of the shell-dwellers (portrayed by midgets in the original) with vicious ewoks is downright laughable and totally obvious.Why can't we simply get a cleaned up version of this former masterpiece?[DW]",3.0,0.5384615384615384,2,4,-0.4588,negative,0.6597,very positive,2007,1,30
870390,B0006J28DM,AFWV14WQ2KOCZ,0,0,2013-05-29,Felicity final season,"This was ok as a final season, but the time travel was a strange twist. I'd never viewed the final series before so i wasn'tAware it was coming, but it was different and had to end somehow!",3.0,0.0,1,1,0.0,neutral,-0.2244,negative,2013,5,29
1081887,B000RJO56Y,A3O536E2YOKK4Y,0,0,2014-05-11,De-glamorization of the Old West,"Released in 1972, Phillip Kaufman's ""The Great Northfield Minnesota Raid"" details the final bank heist of the James-Younger Gang in 1876, which was an epic failure for the infamous gang.The tone of the film is equal parts raw realism and parody; you could almost call it a Western black comedy. For a fuller and more austere detailing of the story -- not to mention all-around better movie -- check out 1980's ""The Long Riders.""Jesse James is played by the great Robert Duvall, who was only 40 at the time (but looked about ten years older). Actually Jesse takes a backseat to Cole Younger here, played by Cliff Robertson. These actors and the other principles do a fine job. The film is expertly made, the story is moderately engrossing and there are some genuinely amusing moments.Despite this, the tone the filmmakers decided to go with ruins the film for me -- it de-glamorizes the wild West, making it ugly, idiotic, silly and almost profane. By Contrast, ""American Outlaws"" (2001) details the James-Younger Gang's first year in action and makes the Old West fun, heroic and larger-than-life and 2007's ""The Assassination of Jesse James by the Coward Robert Ford"" is a serious Western drama. ""The Long Riders"" remains the best of the lot.The film was shot in Jacksonville, Oregon -- a far cry from Missouri and Minnesota -- and runs 91 minutes.GRADE: C+",3.0,0.0,7,1,0.0,neutral,0.8625,very positive,2014,5,11
833887,B0002HS74C,A4FX5YCJA630V,4,6,2007-03-17,"""You Have to Believe that there are People Who Love You...""","Depending on your tastes and preferences, the forth season of ""Angel"" (chronicling the adventures of the vampire-with-a-soul in Los Angeles), is the season where the show finally hit its stride, or began to go belly-up. For the past three seasons the episodes have been rather episodic; as part of a supernatural organization that investigates paranormal phenomena (with vampire-slaying on the side) Angel and his team; ex-cheerleader and present-seer Cordelia Chase, intellectual scholar Wesley Wyndam-Pryce, former street-kid Charles Gunn, karaoke-demon Lorne and physicist Winifred ""Fred"" Burkle, who spent five years trapped in a demon-dimension, have all joined together to form a surrogate family and fight the good fight against the forces of evil.But Season Three introduced several new components into the mix; predominantly that of Conner, Angel's teenage son. Born out of a mysterious union between two vampires (Angel and Darla; a seemingly impossible occurrence) Conner was kidnapped by an old foe of Angel, taken to a demon dimension and returned in what was years for Conner, but mere weeks for Angel and the gang. Disillusioned and bitter towards his father, the season ended with Conner turning on Angel and sinking him to the bottom of the ocean in an iron box. Meanwhile, Cordelia was taken in a quite different direction; after the pain of her physic visions became too great for her to bear and she was made part-demon, she ascended into a higher plane of existence in the season finale. With Angel and Cordelia missing, Lorne off to Las Vegas, and Wesley estranged from the group, Fred and Gunn are left to run the detective agency on their own.With the group split up, the first prerogative of Season Four is to reunite all our main characters. Without giving away too many details, we eventually get our gang together again, with one major problem: Cordelia is returned to them without any memory of her life - and perhaps something else is wrong with her too. In attempting to restore the lost affection and dynamics within his self-created family, Angel embarks on a personal quest to restore his son, his love and his friends to him. This is a little tricky what with the latest apocalypse hitting L.A., complete with fire falling from the sky, an eclipse blotting out the sun, and a giant beast stalking the streets of the city.Season Four boasts a cohesive and intricate storyline, in which practically each episode picks up directly after the one before. Expectations are continuously undercut, there are twists and turns galore, every character gets their dark side tapped into, and we get plenty of treats: the return of Faith (not seen since a brief cameo in season two of ""Angel""), the return of Angelus, the surprising deaths of a few major characters (not that that's technically a *good* thing, but it's always good when a show isn't afraid to use death as a legitimate consequence), a cameo role from Willow (Alyson Hannigan) and some really nifty special effects - although they did go a bit overboard on the slow-motion scenes.Angel's extended family has always been a bit more tempestuous than the Scooby Gang on its sister-show ""Buffy the Vampire Slayer"". When Buffy fights with her friends, it tends to get resolved by the end of the episode. When Angel's friends fight, it can be several weeks before reconciliation is made, and as such Angel's desperation to keep his loved ones together (and more often than not, failing in this respect) is heart-rending. This season also brings the subject of fate to the forefront, a theme that has run throughout all previous seasons (and even back into the third season of ""Buffy"" - think back to the snowfall in the pivotal-episode ""Amends"" - who do you think was responsible for it now?) This age-old question that hangs over humanity; whether we are subject to fate or in control of our own destinies - is handled with incredible depth. In the black void that is mindless Hollywood movies these days, it's good to know that lowly television shows can tap into the human psyche and condition. Does the loss of free will justify world peace? Are we bound by fate or do we have a choice? Is the saving of many lives worth the sacrifice of one innocent one? Just a few questions that the show raises and deals with in mature and surprising ways.On the other hand, there were several elements of this season that didn't mesh well, much to the distress of the fans. The relationship of Angel and Cordelia has always been the backbone of the show, and their platonic friendship has been a delight to watch develop over the course of three seasons. Unfortunately, making Angel romantically interested in Cordelia opens up a whole new can of worms (the least of which is how Angel planned to pursue any kind of long-term relationship with Cordelia when he is a vampire, and she isn't; not to mention Buffy, his son, his immortality, and the curse on his soul that has dire consequences should he ever experience a moment of true happiness). The fact that the writers ignored every single one of these factors in their treatment of the relationship was frustrating to say the least, resulting in the taking of the strongest platonic male/female friendship on either show (I don't count Willow/Xander/Buffy considering their friendship began as a love triangle) and turning it into a weird and twisted Oedipal mess. Maybe I'm just watching the wrong shows, but I'm constantly annoyed to find a complete lack of straight male/female platonic friendships on television. It is possible to love someone of the opposite sex without falling in love with them - Angel and Cordelia were the perfect example of this till Season Four.Ruining the established friendship between the two of them by forcing them into a romantic relationship one was of several odd choices made in the latter half of the season, along with turning the potentially tragic figure of Conner into a whiny teenager and pulling a three-sixty with Cordelia's character. Apparently actress Charisma Carpenter's unannounced pregnancy threw a spanner in the works for the writers of the show, forcing them to introduce a new antagonist for the Gang to fight whilst rendering Cordelia incapacitated - ultimately resulting in Charisma's exclusion from Season Five.But of course, this is all my opinion. From another point of view, all these elements could be seen as the best parts of the season - that's the tricky thing about writing reviews, they are entirely subjective! And for all its flaws, there were some undeniably fantastic elements: the use of Wesley Wyndam-Pryce, taking the once-comic figure into a new realm of darkness, the epic quality that the show began to take, the character development that Gunn and Fred (finally!) get, and a season finale that foreshadows the possibilities of Season Five with a strange new opportunity for Angel and the gang to take...",3.0,0.6666666666666666,1,3,0.6369,very positive,0.9967,very positive,2007,3,17
1376471,B003YMR9IM,A26A8T38C2GQD7,0,0,2014-02-07,Pornographic Love Shack,"A dysfunctional &#34;family&#34; of adult film stars reunites for a memorial porn shoot following the death of legendary producer, Mo Saltzman. In the tradition of Waiting for Guffman and Spinal Tap, LOVE SHACK is a mockumentary that does for the adult film industry what Best in Show did for dog shows.",3.0,0.0,3,1,0.6369,very positive,0.5904,positive,2014,2,7
298118,6302148677,A1CH1UP6JFR247,11,13,2000-05-04,"No Classic, But Lots Of Fun","For years, THE HORN BLOWS AT MIDNIGHT was the butt of numerous jokes on Jack Benny's radio show.  Thanks to those jokes, the film has gained a terrible reputation in many circles. But in fact, while it doesn't rank as  a classic, HORN is a highly entertaining comedy fantasy that is virtually a  live action cartoon.  When radio musician Benny falls asleep on the job, he  dreams that he is an angel charged with blowing the trumpet that will  signal Earth's demise.  The well-meaning but naive angel is constantly  sidetracked from his task by various mortals and a pair of fallen angels.  The film is good natured silliness that in lesser hands could have been  dismal.  But Jack, Alexis Smith and their outstanding supporting cast  (including Guy Kibbee, Reginald Gardener, Mike Mazurki, and Margaret  Dumont) make the most of their opportunities and seem to be having a ball.  Franklin Pangborn is a standout as a prissy hotel detective.  Allan Joslyn  and John Alexander make a good team as the fallen angels; interestingly,  they had only a couple of years earlier costarred on Broadway in ARSENIC  AND OLD LACE.",3.0,0.8461538461538461,1,1,0.5927,positive,0.9698,very positive,2000,5,4
1577625,B008WCP2KG,AAOY6JB236XZW,0,0,2013-03-28,Sexy but dumb,Wait until it's free.  The guys are good looking but the premise of the movie is weak.  Perfect for someone who actually would go to a male strip club.,3.0,0.0,1,2,-0.5023,negative,0.6486,very positive,2013,3,28
418362,6304386168,A3LPKE97OT6Q8C,1,8,2002-03-09,My Review,"Ok, i have seen this movie twice and it annoys me when film makers or directors do not seem to spend time on research. Although it ran (as well as it could) along the events of Genisis i'm afraid the charcters or the mood is not as alive as it is in the scriptures. Hey you film makers the scriptures has a living message throughout it's pages, do you think you can make your movies as alive and living as the 'Word Of God'?.Come on guys the Bible is older than us all and it has brought inspiration to millions throughout the centuries to both great and small, rich and poor, selfish and humble.....Thats just my opinion.",3.0,0.125,1,2,0.0,neutral,0.4646,positive,2002,3,9
307009,6302309751,A2AOZQ3WTNVVOK,1,3,2006-05-30,The Sinbad Series Went Past Its Prime,"I am a big fan of Ray Harryhausen, the man who created the marvelous special effects for movies such as ""It Came from Beneath the Sea"" and ""20 Million Miles to Earth.""  I have enjoyed nearly every movie for which Ray Harryhausen has created special effects and the special effects in all them.  Unfortunately this movie, one of the last movies with Harryhausen special effects, is also one of the weakest movies for which Harryhausen has done special effects.Sinbad (Patrick Wayne, a veteran of dozens of television appearances) is a questing man, and this time he meets hot babe Princess Farah (played by a young and gorgeous Jane Seymour) and her baboon brother Prince Kassim (played sometimes by a stop-action baboon and the rest of the time by Damien Thomas).  Of course, Prince Kassim is not supposed to be a baboon, but the only way to get him back to human form is to find Melanthius (played by Dr. Who veteran Patrick Troughton).  Melanthius determines that the only way to change Prince Kassim back is to head off to the arctic to some mysterious power, taking beautiful blonde daughter Dione (Taryn Power) with him.Of course, quests like these are no fun unless there is someone chasing after you.  In this case the person is Zenobia (Margaret Whiting), who wants her son Rafi (Kurt Christian) to become the king.  Zenobia has power of her own, which we figure out quickly when we learn that she is the one who turned Prince Kassim into a baboon.  Zenobia decides to make Sinbad's trip more interesting by animating a Minoton, which looks a lot like a robot Minotaur.Sinbad and gang head off to the frigid north, encountering a giant wasp, a really giant walrus, a one-horned giant troglodyte, assorted ghouls, and (what was missing from the list?) a saber-toothed tiger!  It's a tough journey, especially with Princess Farah and Dione exposing all sorts of flesh as they go skinny-dipping, but Sinbad will overcome all obstacles to save Prince Kassim!The problem with this movie is that the acting is not all that great, and the plot seems too much like a re-tread of the previous two Sinbad movies.  I enjoy the special effects, but I also knew too far in advance when things were going to happen.  Admittedly, that knowledge comes after having watched every Ray Harryhausen movie in existence, but even a viewer who has watched the previous two Sinbad movies will find this one predictable.As with the two previous movies, this DVD contains extras.  ""This Is Dynamation"" and ""The Ray Harryhausen Chronicles"" were included in ""The Seventh Voyage of Sinbad.""  Both features are great for fans of Harryhausen.  There are some additional goodies, such as trailers, production notes and talent files.There is a lot to recommend in this movie.  Harryhausen's stop-action work is always remarkable and always a treat.  Jane Seymour and Taryn Power are lovely eye candy.  For the women there is hunky Patrick Wayne, the second son of Hollywood macho man John Wayne.  If you have the previous two Sinbad movies, ""The Seventh Voyage of Sinbad"" and ""The Golden Voyage of Sinbad,"" then you have to have this movie to complete the set.  Good luck!",3.0,0.3333333333333333,3,1,0.0,neutral,0.9952,very positive,2006,5,30
1318416,B0032JTV38,A3B1V3AUUV13R6,0,4,2011-01-14,Mediocre at best.,"I found the acting, the dialogue and the camera angling to be contrived and bothersome. This show reminds me of a soap opera with pretty people who are really not all that great at acting but are just pretty to look at.The only reason I am giving Spartacus three stars is because I enjoy animation. But it is not as good as 300. In terms of picture quality and animation it is several notches well below the movie 300. Some of the fight scenes look pretty amazing but that is not enough to make me watch this entire series let alone buy the DVD collection.The women are overdone with too much makeup and perfectly coiffed hair. It diminishes all semblance of authenticity as to how women were back then.Honestly, for me it is something I would watch with the sound off. Actually, all I would really like to do is cut the fight scenes, play them back to back in their slow motion graphically altered state (and throw in my own added music track - something thrasher-like) and use it as a screen saver for my computer. Sort of like the promotional commercials they show on STARS to begin with.",3.0,0.0,1,1,0.6369,very positive,0.9806,very positive,2011,1,14
994367,B000FS2VU4,A1VCMUCEQJILZ1,0,0,2013-04-17,"Arrived on time, but...","The timing is off on disc one (haven't gotten to the others yet) with the sound and picture, making it an odd viewing experience.  It's watchable, albeit with some awkwardness.  It a good show though from what I've seen so far though a very quiet one.",3.0,0.0,1,2,0.0,neutral,-0.0258,neutral,2013,4,17
363246,6303212239,A96K1ZGW56S2I,2,2,2007-08-10,The Story Should Have Ended.,"In this sequel to the successful original film, Bastian (Jonathan Brandis) is once again transported to Fantasia.  Bastian is no longer threatened by bullies, but is instead taunted by his classmates when he joins the dive team.  His father (John Wesley Shipp) misguidedly prods Bastian into overcoming his fears.  Frustrated, Bastian returns to Mr. Koreander's bookstore and though he is warned that the story in ""The Neverending Story"" doesn't remain the same, Bastian borrows the book and ends up returning to Fantasia.  Upon entering Fantasia, Bastian finds that he has the symbol of the childlike Empress, Auryn, around his neck.  He is informed by the giant bird Nimbly (Martin Umbach) that anytime he makes a wish, the power in Auryn will make the wish come true.  However, there is a dark secret to Auryn.  To save Fantasia, Bastian must find out Auryn's secret, defeat the evil witch Xayide, and stop the Emptiness from consuming Fantasia.The original film version of THE NEVERENDING STORY was a decent adaptation of Michael Ende's novel, but unfortunately only told half the story.  THE NEVERENDING STORY II takes elements from the second-half of Ende's novel, but only uses them as plot points to tell a completely different story.I remember watching THE NEVERENDING STORY II in theatres and finding myself a bit let down.  There is a great deal of excitement to capture the imagination of children (I'll never forget the way Bastian solves his dilemma--it's a choice worthy of Solomon).  Nevertheless, the overall plot and structure of the film is much weaker.  After having first viewed the film, the most memorable thing I remember taking out of it was that Flash (John Wesley Shipp) and that cool kid actor (Jonathan Brandis) were in it.  Over fifteen years later, those are probably the things that people will most remember from the movie.Recommended for children who enjoy fantasy or for those who like to see how Hollywood screwed up the chance to make a wonderful sequel.",3.0,1.0,5,2,0.0,neutral,0.9565,very positive,2007,8,10
538979,B00003CXXI,A24KWBWYYDTHC9,1,2,2002-06-01,Magical?,"I really liked this movie in the theater, but when it came out on DVD I found that the movie felt dated and no longer as funny as it was!  I still enjoy it though! Especially Donkey! However,this DVD is the bane of my DVD collection!  If you want to enjoy any of the special features, you better know which disc you want. It is annoying to have to keep switching from disc to disc just to see all of them. I Think that this is one of the worst and most overrated DVD's to come out in recent years (see Harry Potter for another one!) The movie is ok, the DVD stinks! My suggestion: if you liked the movie, get the DVD, but be prepaired to be really annoyed!",3.0,0.5,1,3,0.0,neutral,0.9269,very positive,2002,6,1
102431,0790733935,A32GCJMYF4NN7K,0,2,2013-01-08,Splendor in the Grass,One of my favorite movies. I can't say much more than that. Natalie Wood and Warren Beatty are in their element.,3.0,0.0,1,2,0.6124,very positive,0.4588,positive,2013,1,8
1349053,B003L20IEW,A3QLAOOTFEHCJI,1,2,2012-02-20,Average horror film thanks to a stupid ending,"I was about to give this movie 3.5 stars until the dumb ending left me shaking my head.  I also wonder how many more of these shaky camera documentary style films we can take.  Since the director, Daniel Stamm also did ""Cloverfield"" we know he likes the style even if it's getting a bit stale.This movie is a cross between the truly original ""The Blair Witch Project"" and 2007's ""Paranormal Activity"".  One big difference is the acting which is first rate.  This film is not unusually bloody, violent (except for some gutted farm animals and one poor house cat) or even soaked with bad language.  Still there are plenty of `didn't-see-that-coming' moments, certainly enough to satisfy most horror fans.  There is some true mystery as well.  Is she really possessed or not?  Can we just redo the ending please.",3.0,0.5,9,2,-0.6369,very negative,0.2221,positive,2012,2,20
754352,B00009MEC4,A27JJILLBKWIR9,0,0,2004-10-25,"A great effort, but falls short","Director/screenwriter Lucky McKee is clearly a long-time fan of horror movies, and he's clearly someone who strives to make horror movies that challenge the genre.  This is evident in ""May"", which by and large is ""the little horror movie that could', but ends up with a couple of flaws that makes it ultimately disappointing.  Namely, (1) the lesbian subplot was too over-the-top and stood out poorly against the rest of the movie, and I wonder if it was stuck in there just to cater to the lesbian-fetish crowd; and (2) May's ""snap"" into a murderous fugue state was too sudden and implausible; she went from this insecure fragile waif to an invulnerable scaupel-wielding mistress in the blink of an eye.Still, the movie worth checking out, and if you're a horror fan who's less critical than me you'll probably love it.  The violence makes you cringe, the application of music (and lack thereof) is really fabulous, and the killings are nicely understated and anti-dramatic in such a way that makes genre-hugging horror films look ridiculous.  I'm really looking forward to Lucky McKee's next film, ""The Woods""; if he gets better with time, he'll be knocking our socks off.",3.0,0.0,2,1,0.3716,positive,-0.9676,very negative,2004,10,25
1153533,B0016JB6U2,AI079T7UA2U00,0,1,2012-01-29,I don't really like her as an instructor,"I wasn't that impressed with this kickboxing workout. The workout was just okay, and sometimes a little hard to follow. I don't really like Amy as an instructor; she's kind of annoying and doesn't explain things well, which might make you become lost in the routine.",3.0,0.0,1,1,-0.3241,negative,-0.8479,very negative,2012,1,29
403922,6304142137,A2PBV1899CX3TE,1,2,2008-07-02,The Truth About The Truth About Cats & Dogs,"This movie is a romcom, AKA romantic comedy, and the twist is that the smart, short girl gets the guy, not the tall blonde model, Noelle (Uma Thurman). Dr. Abby Barnes (Janeane Garofalo) is a veterinarian with a call in radio show, but low self esteem when it comes to men. Brian (Ben Chaplin) is a caller with a dog problem. He got a big dog from the pound for a photo shoot, and put the pooch on roller skates. The dog is destroying the house, but he can't get him off the skates. Abby talks him through it, and he ends up bonding with the dog. He tries to arrange a face-to-face meeting, to thank her, and also, because he is attracted to her. Duh. She doesn't show up for the rendezvous, but then a series of seemingly random events conspire to make him think that Abby's attractive neighbor Noelle is the woman he has been speaking to.Janeane is used to playing the friend. In Reality Bites, she was really a hoot, but the story focused on Winona Ryder. She was just the back story, an after thought, really. Even though she had a lot going on, it was all Winona, Winona, Winona. In this film, however, they really get you to be more interested in Abby, and Noelle is cute and a nice if not too bright person, but she is so boring that you are really more attracted to Abby, and you don't even notice that they never even tie the loose ends up with Noelle and the jerks she dates, like Roy. Maybe she could've hooked up with Ed (Jamie Foxx), Brian's friend. I'm surprised that she didn't hook up with anyone, but the story is really about Brian and Abby, and they live happily ever after (or don't, just so I am not spoiling the end for anyone who hasn't seen this).This is a well made romcom and I wasn't asking too much of it, but neither was I disappointed. Garofalo wise cracks her way through with much aplomb, but seeing her jokes on paper, they aren't nearly as funny. Guess it is just her deadpan delivery and comic timing. Another thing I will say is that they handled the preposterous plot well, and didn't just get sloppy and think, who cares? This is just a romcom. Preposterous, yes, but plausible the way it was filmed, and they never ignore the laws of physics or violate the time-space continuum.The movie also has cute cats & dogs. Abby has a cat that looks just like my cat, Felix. A fluffy black and white cat with a cute black nose. Hank is the big dog that Brian adopts. Hank is kind of like Marmaduke, the dog in the newspaper comics. It was good, but I am only giving it 3 stars.$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$Uma Thurman .... NoelleThe Accidental Husband (2008) .... Dr. Emma LloydThe Life Before Her Eyes (2007) .... Diana McFeeMy Super Ex-Girlfriend(2006) .... Jenny Johnson / G-GirlThe Producers (2005) .... UllaPrime (2005) .... Rafi GardetBe Cool (2005) .... Edie AthensKill Bill: Vol. 2 (2004) .... Beatrix Kiddo - The Bride, 'Black Mamba'Paycheck (2003) .... Dr. Rachel PorterKill Bill: Vol. 1 (2003) .... The BrideHysterical Blindness (2002) (TV) .... Debby MillerChelsea Walls (2001) .... GraceTape (2001) .... Amy RandallThe Golden Bowl (2000) .... Charlotte StantVatel (2000) .... Anne de MontausierSweet and Lowdown (1999) .... BlancheThe Avengers (1998) .... Emma PeelMis&eacute;rables, Les (1998) .... FantineGattaca (1997) .... Irene CassiniBatman & Robin (1997) .... Poison Ivy / Dr. Pamela IsleyBeautiful Girls (1996) .... AnderaA Month by the Lake (1995) .... Miss BeaumontPulp Fiction(1994) .... Mia WallaceEven Cowgirls Get the Blues (1993) .... Sissy HankshawMad Dog and Glory (1993) .... GloryJennifer Eight (1992) .... Helena RobertsonFinal Analysis (1992) .... Diana BaylorRobin Hood (1991/I) (TV) .... Maid MarianHenry & June(1990) .... June MillerWhere the Heart Is (1990) .... Daphne McBainDangerous Liaisons (1988) .... C&eacute;cile de VolangesThe Adventures of Baron Munchausen (1988) .... Venus/RoseKiss Daddy Goodnight (1988) .... LauraJohnny Be Good (1988) .... Georgia ElkansKaze no tani no Naushika (1984) (voice: English version) .... Kushana$$$$$$$$$$$$$$$$$$$Janeane Garofalo .... Dr. Abby BarnesReality Bites (10th Anniversary Edition)(1994) .... Vickie MinerThe Cable Guy (Full Screen)(1996) .... Medieval Times WaitressTouch (1997) / Movie(1997) .... Kathy Worthington. Not the same as Ben Chaplin's film with Michelle Yeoh, but this one has Tom Arnold, Christopher Walken, Bridgett Fonda, John Doe (of X), Gina Gershon, and LL Cool J.Cop Land (1997) .... Deputy Cindy BettsRomy and Michele's High School Reunion (1997) .... Heather MooneyDog Park (1998) .... JeriMystery Men(1999) .... The Bowler. A super hero spoof with Ben Stiller and Hank Azira.Ratatouille (2007) (voice) .... Colette$$$$$$$$$$$$$$$$$$$Ben Chaplin .... BrianThe Remains of the Day (Special Edition)(1993) .... Charlie, Head FootmanBirthday Girl (2001) .... John. Ben Chaplin co-starred with Nicole Kidman.Murder by Numbers (2002) .... Sam Kennedy. Here Ben is opposite Sandra Bullock.The Touch (2002) .... Eric. Michelle Yeoh and Ben this time.$$$$$$$$$$$$$$$$$$$Jamie Foxx .... EdBooty Call(1997) .... BunzRay (Widescreen Edition)(2004/I) .... Ray Charles. Jamie was awesome as Ray Charles, and for that he won a well deserved Oscar.$$$$$$$$$$$$$$$$$$$I thought there would be some good quotes from this, some of Garofalo's zingers, but looking back, I couldn't find any. So here's one from another movie.A Few Good Men:Kaffee: I want the truth!Col. Jessep: [shouts] You can't handle the truth!",3.0,0.5,5,1,0.5574,positive,0.9988,very positive,2008,7,2
831458,B0002DRDVO,AD9MPLYLMHKCC,3,3,2005-02-15,Sleeper,"Close Your Eyes (aka Doctor Sleep) has all the makings of a horror sleeper. I hadn't heard anything about it, and thought the DVD box looked interesting, so I picked it up. I'm used to renting bad movies that have great packaging, so I didn't hold out any great hopes for this one.Surprisingly, this movie has some taut moments and manages to sustain a fairly creepy vibe throughout. There are some logic gaps in the story, and most of them have to do with police procedure, but even with those problems the movie ends up being very watchable. I was left a little unfulfilled by the ending, but overall it's a better than average thriller. Should have been a sleeper hit.",3.0,1.0,1,1,0.0,neutral,0.2238,positive,2005,2,15
388531,630391750X,A2SGR7LE899LGG,1,3,2003-07-21,Entertaining and a classic.,"This movie starts good, but it get static, silly and stiff toward the mid-end of it. Overall: Fair to Good.",3.0,0.3333333333333333,1,1,0.4404,positive,0.836,very positive,2003,7,21
185987,1572521473,A3RKS9KC04UXJP,0,0,2014-06-28,Quirky movie with interesting acting but a hackneyed indie plot.,"Has anyone noticed that Jennifer Beals is really beautiful? Yeah like at least a million people.She is quite beautiful in this film as well. This was early in her career. She plays an angry Hispanic woman, but the accent is pretty slippery. There are good supporting actors here and some interesting character choices which make the film quasi-original. I say &#34;quasi&#34; because there is NO way an indie film shot in black and white about an indie film being shot in black and white can be original. As many people have tried to shoot THAT script  as have noticed that Jeniffer Beals is beautiful.",3.0,0.0,1,1,0.2144,positive,0.9776,very positive,2014,6,28
254505,6301514025,A2CW9IQAPFEYLM,1,1,2007-02-17,Charly shows its age,"Cliff Robertson plays the mentally challenged Charly Gordon in this so-so adaptation of Daniel Keyes's short story ""Flowers for Algernon."" Robertson volunteers to be a human guinea pig after an operation on the brains of mice have shown them to appear ""smarter."" Indeed Charly becomes a genius, after which he falls in love with his clinician (played by Claire Bloom). Director Ralph Nelson plays up this romantic element using all the cinematic clich&eacute;s of the late 60s - falling leaves, pastel colors, soft music - perhaps new and different at the time, but pretty hard to take today. Worse is that Nelson's attention is drawn away from the real point of the story - the results of the experiment and what it says about the way we view each other, though the best scene in the movie is where Robertson lectures a roomful of doctors about their arrogance as he holds the dead mouse Algernon in his hand, a victim of the experiment - as Robertson will shortly become as well. Keyes's short story is dramatic and probing where this movie goes flat and flakey. Robertson won the Academy Award for his efforts.",3.0,1.0,8,1,0.0,neutral,0.9306,very positive,2007,2,17
